title,author,genre,pages,rating,ratings_count,reviews_count,year,publisher,language,description,price
Miss Seeton Cracks the Case,Hamilton Crane,"Mystery, Cozy Mystery, Cozy",186.0,4.01,449,44,1991.0,Prelude Books,en,"Retired art teacher Emily Seeton assists in Scotland Yard's sleuthing when, during a moto coach tour, the bus is held up by highwaymen and the danger thereafter follows her to her home",379.0
Buckingham Palace Gardens,Anne Perry,"Mystery, Historical Fiction, Fiction",400.0,3.94,4097,376,2008.0,Hachette UK,en,The Prince of Wales has asked four wealthy entrepreneurs and their wives to Buckingham Palace to discuss a fantastic the construction of a six-thousand-mile railroad that would stretch the full length,395.3
Such Good People,Martha Whitmore Hickman,,,3.38,32,5,1996.0,,en,"An ordinary, stable, middle-class family is thrown into turmoil by the tragic death of the youngest daughter in an accident, as family members struggle with unimaginable loss and learn to how to cope,",
Forgiving Paris,Karen Kingsbury,"Christian Fiction, Fiction, Christian",324.0,4.18,9442,809,2021.0,Simon and Schuster,en,"Could Ashley Baxter Blake's journey to forgiveness lead her back to the City of Light?In Indiana, Ashley Baxter Blake and her husband are about to take an anniversary trip to Paris, where a French gal",
Her Ladyship's Curse,Lynn Viehl,"Steampunk, Fantasy, Romance",200.0,3.72,692,112,2013.0,Simon and Schuster,en,"In a steampunk version of America that lost the Revolutionary War, Charmian (Kit) Kittredge makes her living investigating magic crimes and exposing the frauds behind them. While Kit tries to avoid th",
Red Sparrow,Jason  Matthews,"Fiction, Thriller, Mystery",449.0,3.95,58844,5049,2013.0,Simon and Schuster,en,"THE MAJOR MOTION PICTURE starring Jennifer Lawrence, Joel Edgerton and Jeremy Irons.Dominika Egorov, former prima ballerina, is sucked into the heart of Putin's Russia, the country she loved, as the t",526.28
Mrs. Jeffries and the Three Wise Women,Emily Brightwell,"Mystery, Christmas, Cozy Mystery",288.0,4.04,1267,153,2017.0,Penguin,en,"As the holidays approach, all is merry and bright for Inspector Witherspoon, Mrs. Jeffries, and the staff at Upper Edmonton Gardens...but murder knows no season. MURDER UPON A MIDNIGHT CLEAR Christoph",
On Borrowed Crime,Kate   Young,"Cozy Mystery, Mystery, Cozy",311.0,3.73,1374,354,2020.0,Crooked Lane Books,en,"A shoe-in read for fans of Ellery Adams and Kate Carlisle, On Borrowed Crime is the first in Kate Young's new Georgia-set, sweet tea filled, Jane Doe Book Club mysteries.The Jane Doe book club enjoys ",1141.06
Miss Seeton Paints the Town,Hamilton Crane,"Mystery, Cozy, Fiction",188.0,4.07,415,23,1991.0,Prelude Books,en,"Retired art teacher Miss Seeton must put down her paintbrush and pick up her magnifying glass when a series of fires ravages the village of Plummergen, and even her own cottage is set ablaze",379.0
Killing Time,Caleb Carr,"Fiction, Science Fiction, Mystery",352.0,2.82,3665,370,2000.0,"Random House Digital, Inc.",en,"A thrilling journey through the underbelly of New York City to the jungles of Africa, Dr. Gideon Wolfe sets out on a quest to find the truth in this electrifying speculative novel.Information flows fr",
Courting Scandal,Jaima Fixsen,"Historical Romance, Romance, Historical",294.0,4.1,524,65,2015.0,,en,"Jasper Rushford doesn’t want drama—when visiting a sister who’s about to give birth, the more placid the event, the better. But when he recognizes the doctor’s mousy sister as the darling of London’s ",
Midwinter Break,Bernard MacLaverty,"Fiction, Ireland, Irish Literature",244.0,3.59,6538,869,2017.0,Random House,en,"A retired couple, Gerry and Stella Gilmore, fly to Amsterdam for a midwinter break. A holiday to refresh the senses, to see the sights and to generally take stock of what remains of their lives. But a",441.61
His Lordship Possessed,Lynn Viehl,"Steampunk, Fantasy, Romance",200.0,3.81,433,60,2013.0,Simon and Schuster,en,"The second half of Disenchanted & Co.—the thrilling conclusion. In a steampunk version of America that lost the Revolutionary War, Charmian (Kit) Kittredge makes her living investigating magic crimes ",
The Best Mistake,Nora Roberts,"Romance, Fiction, Contemporary Romance",96.0,3.96,4049,158,1987.0,Severn House,en,"A single mother finds her heart tempted by an unlikely father figure in The Best Mistake, a novella from #1 New York Times bestselling author Nora Roberts.Zoe Fleming left behind her modeling career t",
"Hands Up, Miss Seeton",Hamilton Crane,"Mystery, Cozy, Crime",279.0,4.07,404,21,1992.0,Prelude Books,en,Miss Seeton accused! The kindly Miss Seeton? A thief? A preposterous notion – until the lovable spinster mistakes tomato ketchup for blood . . . and the “wounded” man she’s trying to help is robbed by,379.0
Shoe Strings,Christy Hayes,"Romance, Chick Lit, Contemporary",294.0,3.68,1435,107,2011.0,CreateSpace,en,"Librarian's note: This is an alternative cover edition for ISBN13 9781477628522.After being hounded by her estranged father just as her boutique shoe business is taking off, Atlanta’s Angelita Barros ",
Queer: A Graphic History,Meg-John Barker,"Nonfiction, Graphic Novels, Queer",175.0,3.92,7402,1319,2016.0,Icon Books,en,Activist-academic Meg-John Barker and cartoonist Jules Scheele illuminate the histories of queer thought and LGBTQ+ action in this groundbreaking non-fiction graphic novel.From identity politics and g,999.0
The Disaster Tourist,Yun Ko-eun,"Fiction, Contemporary, Thriller",200.0,3.34,7690,1347,2013.0,Catapult,en,"An eco-thriller with a fierce feminist sensibility, The Disaster Tourist engages with the global dialog around climate activism, dark tourism, and the #MeToo movement.For ten years, Yona has been stuc",
Sunshine on a Rainy Day,Bryony Fraser,"Romance, Chick Lit, Humor",416.0,3.18,336,65,2016.0,HarperCollins UK,en,It’s Zoe and Jack’s first wedding anniversary party. They’ve got an announcement! They’re getting divorced…Marriage isn’t for everyone – something that Zoe and Jack discovered only after they’d walked,569.82
The Jetsetters,Amanda Eyre Ward,"Fiction, Book Club, Contemporary",352.0,3.07,60193,4632,2020.0,Viking,en,"When seventy-year-old Charlotte Perkins submits a sexy essay to the ""Become a Jetsetter"" contest, she dreams of reuniting her estranged children: Lee, an almost-famous actress; Cord, a handsome Manhat",
Mermaid Inn,Jenny  Holiday,"Romance, Contemporary, Contemporary Romance",465.0,3.7,2588,478,2020.0,,en,"Escape to Matchmaker Bay in this hilarious and heartwarming second chance romance from the USA Today bestselling ""master of witty banter"" (Entertainment Weekly). Eve Abbott has a problem-actually, mak",
Miss Seeton by Moonlight,Hamilton Crane,"Mystery, Cozy Mystery, Cozy",199.0,4.06,375,23,1992.0,Prelude Books,en,"How do you catch an art thief? With artistic bait, of course. And who else but the talented Miss Seeton would provide a painting for Scotland Yard, hoping it will get stolen? Before the trap is sprung",379.0
Forecast,Jane Tara,"Romance, Paranormal, Fiction",306.0,3.47,303,56,2007.0,,,"The Shakespeare women were what the locals of Greenwich Village called “gifted.”Sure, Rowie’s predictions were helpful for forecasting the weather or finding someone’s lost grandkid. But when it came ",
Blue Jeans and Coffee Beans,Joanne DeMaio,"Fiction, Romance, Chick Lit",330.0,3.79,3613,378,2013.0,,,"New York Times Bestseller Escape to Stony Point, cuff your jeans and walk along the water's edge in this nostalgic story bringing old friends, and their lives, back to the sea.After years of pursuing ",
The Rainy Day Killer,Michael J.  McCann,"Mystery, Fiction, Crime",290.0,3.91,56,28,2011.0,,,"A man in a business suit offers the protection of his umbrella to an unsuspecting woman ... and several days later she turns up dead on a river bank, raped and strangled. The terrifying serial killer ",
Can't Hurry Love,Melinda Curtis,"Romance, Contemporary, Fiction",512.0,3.6,398,137,2020.0,,,From a USA Today bestselling author comes a heartwarming romance about a city girl who finds herself widowed in a quirky small town and the new target of the town's relentless matchmaking Widows Club.,
Miss Seeton Rocks the Cradle,Hamilton Crane,"Mystery, Cozy, Scotland",199.0,3.94,371,20,1992.0,,,"While returning the infant Lady MacSporran, an erstwhile missing Scottish heiress, to her parents, Miss Seeton happens upon a plot to topple the British crown. Original.",
Her and Me and You,Lauren Strasnick,"Young Adult, Contemporary, Teen",208.0,3.03,710,144,2010.0,,,"First love, broken friendships, and heartache all play a part in this evocative, voice-driven novel about Alex, a girl whose world is ripped apart when her father’s affair splits her family in two.Ale",
Pourin' Down Rain: A Black Woman Claims Her Place in the Canadian West,Cheryl Foggo,"Canada, Nonfiction, Memoir",128.0,4.16,155,20,1990.0,Calgary : Detselig Enterprises,en,"The 30th anniversary edition of Cheryl Foggo's landmark work about growing up Black on the Canadian prairiesCheryl Foggo came of age during the 1960s in Calgary, a time when a Black family walking dow",
"Love, Lies and Spies",Cindy Anstey,"Historical Fiction, Romance, Young Adult",368.0,3.61,4868,897,2016.0,,,"Alternate cover edition of ISBN 9781250084033Juliana Telford is not your average nineteenth-century young lady. She’s much more interested in researching ladybugs than marriage, fashionable dresses, o",
"Stop Living Paycheck-to-Paycheck: The Rainy Day Guide to Saving Cash, Drowning Debt and Creating More Financial Freedom",Michelle Kulp,,135.0,3.93,75,9,2020.0,,,"If you don’t gain control over your money, the lack of it will forever control you. If you’re living on the financial edge with little or no savings, living paycheck-to-paycheck, paying high interest ",
This Time It's Real,Ann Liang,"Romance, Young Adult, Contemporary",352.0,4.03,32763,7288,2023.0,,,"When seventeen-year-old Eliza Lin’s essay about meeting the love of her life unexpectedly goes viral, her entire life changes overnight. Now she has the approval of her classmates at her new internati",
My Big Greek Summer,Sue Roberts,"Chick Lit, Romance, Greece",288.0,3.88,2587,160,2018.0,,,"A holiday can solve everything… can’t it? A hilarious, hot new summer escape about kissing your past goodbye and learning to love again…Carefree, thirty-something Mandy thought she’d be married to fir",
Miss Seeton Goes to Bat,Hamilton Crane,"Mystery, Cozy, Cozy Mystery",259.0,3.94,299,19,1993.0,Prelude Books,en,"It’s summertime in Plummergen and cricket madness has overtaken Miss Emily Seeton’s pretty village. The pavilion urgently needs repairs, but there’s a needle match coming up against arch rivals Murrey",379.0
Rain Affair,Clara Canceriana,"Romance, Indonesian Literature, Novels",339.0,3.38,728,72,2010.0,,,"Dia menyatakan dan aku percaya.Tetapi ketika aku berusaha menemukan kesungguhan matanya, Dia malah memasang kacamata hitam, untuk menyembunyikan dusta yang dia simpan di sana.Some people say ""It's lik",
The Umbrella,Judd Palmer,,52.0,4.33,12,4,2012.0,Penguin,en,"This is the first title in Bayeux's NEW series, ""An Odd Little Book"". The series is in a small format, 4"" x 5"", and the subjects are intended to appeal to all ages, starting from 7-year olds. The stor",708.67
A Novel Proposal,Denise Hunter,"Romance, Fiction, Christian Fiction",352.0,4.07,5167,818,2023.0,,,From the bestselling author of The Convenient Groom (now a beloved Hallmark Original movie) comes a sweet and sizzling story of a romance writer surprised by her own happily ever after.When novelist S,
An Art Lover's Guide to Paris and Murder,Dianne Freeman,"Mystery, Historical Fiction, Cozy Mystery",304.0,4.04,3370,387,2024.0,,,"Perfect for fans of Miss Fisher’s Murder Mysteries and Jane Austen alike, the latest in this delightful mystery series described as “pure, unadulterated fun” ( Publishers Weekly ) combines historical ",
A Very French Affair,Sue Roberts,"Romance, Chick Lit, France",274.0,3.96,971,94,2019.0,,,From Southport to the South of France – this is going to be a summer to remember!  Life just got a whole lot more complicated for thirty-eight-year-old single mum Liv. Her son Jake is practically perf,
Miss Seeton Plants Suspicion,Hamilton Crane,"Mystery, Cozy, Fiction",379.0,4.12,310,18,1993.0,Prelude Books,en,"After a local youth is arrested for murder, neighbors are alarmed when Miss Seeton is kidnapped before she can solve the case and find the real culprit.",379.0
After the Storm,Marie Landry,"Young Adult, Romance, Canada",242.0,4.19,43,19,2014.0,,,"After the Storm is a standalone companion novel to Waiting for the Storm
For most people, starting senior year at a new high school would be a nightmare, but for Ella O’Dell it’s the new beginning she",
The Umbrella Party,Janet Lunn,Childrens,24.0,3.08,13,0,1998.0,,,Christie's seemingly odd affection for umbrellas turns out to save the day when her birthday turns rainy,
"Soulless: The Manga, Vol. 3",Gail Carriger,"Manga, Steampunk, Fantasy",208.0,4.24,2382,194,2013.0,,en,"Condemned by society and her werewolf husband due to a pregnancy she cannot explain, Alexia Maccon - preternatural, tea aficionado - seeks an explanation for this ""infant inconvenience"" so as to clean",
Love in Rainy Days,Ifa Avianty,"Romance, Novels",360.0,3.62,94,20,2011.0,,,"“Ceraikan dia. Biarkan dia menikahi perempuan lain yang sepadan dan bisa memberikan keluarga ini keturunan!” Puncak kekagetanku sudah terjadi. Kutahan air mataku. “Kami tidak ingin bercerai, Ma. Tidak",
Chicken Soup for the Soul: Random Acts of Kindness: 101 Stories of Compassion and Paying It Forward,Amy Newmark,"Nonfiction, Self Help, Short Stories",373.0,4.29,331,48,2017.0,Simon and Schuster,en,"The best way to make yourself feel great? Do a random act of kindness for someone! These 101 stories will make you smile and get you excited about what you can do, too.Make miracles happen for yoursel",
All You Need is Greece,Sue Roberts,"Contemporary Romance, Fiction",250.0,4.16,380,41,2023.0,,,"On the island of Crete, her dreams might just come true…Reeling from a breakup with her fiancé, Beth can’t face all the happy couples around her at home – and flees to a villa nestled among olive grov",
Miss Seeton Rules,Hamilton Crane,"Mystery, Cozy, Cozy Mystery",272.0,4.01,284,16,1994.0,Prelude Books,en,"Anticipating the arrival of Princess Georgina, Miss Seeton becomes an unwitting accomplice in the princess's abduction by a mysterious underground operation, and Miss Seeton must solve the case before",379.0
A Corner of White,Jaclyn Moriarty,"Fantasy, Young Adult, Fiction",375.0,3.81,4761,1056,2012.0,,,"This is a tale of missing persons. Madeleine and her mother have run away from their former life, under mysterious circumstances, and settled in a rainy corner of Cambridge (in our world).Elliot, on t",
Wer gern in Freuden lebt,Phoebe Atwood Taylor,"Mystery, Mystery Thriller, Golden Age Mystery",288.0,3.73,187,21,1933.0,,,"Im Grunde wollte sie nur einen schnellen Spaziergang vor dem Frühstück unternehmen, doch dann findet Vic Ballard im Strandhafer einen Toten. Es handelt sich um einen Varietékünstler, mit dem die älter",
The No. 1 Ladies' Detective Agency,Alexander McCall Smith,"Mystery, Fiction, Africa",256.0,3.81,277615,14261,1998.0,,,"THE NO. 1 LADIES’ DETECTIVE AGENCY - Book 1Fans around the world adore the bestselling No. 1 Ladies’ Detective Agency series, the basis of the HBO TV show, and its proprietor Precious Ramotswe, Botswa",
Booked 4 Murder,J.C. Eaton,"Cozy Mystery, Mystery, Cozy",314.0,3.72,1092,252,2017.0,,,"Never judge a book by its cover...
 Sophie Phee Kimball is not a cop. She s a divorced, middle-aged mom who works as an account clerk for the police department in a small city in Minnesota. But her re",
Love and Other Perils,Emily Larkin,"Historical Romance, Romance, Novella",243.0,4.1,518,65,2019.0,,,"Take one scientific swain, one dashing lieutenant, one no-nonsense librarian, one adventurous young lady, one very large tomcat, and two mischievous kittens…and what do you have? Two recipes for disas",
That Autumn in Edinburgh,Ciji Ware,"Romance, Historical Fiction, Scotland",382.0,3.57,569,56,2013.0,,,"That Autumn in EdinburghDateline: 250 years later…Can memories of a tragic, eighteenth century love triangle be passed down through a descendant’s DNA?A compelling, almost mystical attraction draws Am",
Falling In Luck,Mary Ann Marlowe,"Romance, Chick Lit, Contemporary",330.0,3.91,57,39,2021.0,Mary Ann Marlowe,en,"Mallory Pech believes she’s cursed. Injuries, accidents, and misunderstandings follow her wherever she goes. Even her name (first and last!) means bad luck. Her best friend, Benji Chance, insists Mall",670.32
Rainy Day Unicorn Fun: A Phoebe and Her Unicorn Activity Book,Dana Simpson,Graphic Novels,144.0,4.37,111,0,2017.0,Phoebe and Her Unicorn,en,"What to do, when there's nothing to do? The answer to that on a rainy day, or any other day, is to join Phoebe and Her Unicorn  for a splendiforous variety of challenging puzzles to pass the time away",
A Lady's Guide to Fortune-Hunting,Sophie Irwin,"Romance, Historical Fiction, Historical Romance",325.0,3.91,51903,8464,2022.0,Penguin Group,en,Follows the adventures of an entirely unconventional heroine who throws herself into the London Season to find a wealthy husband. But the last thing she expects is to find love...Kitty Talbot needs a ,
Bound and Determined,Regina Jennings,"Historical Fiction, Romance, Christian Fiction",107.0,4.09,460,58,2018.0,,,"As punishment for his recklessness, Private Bradley Willis is ordered to help a retired cavalry officer move a herd across Indian Territory. No one told him he'd be herding camels or that the captain'",
Love Struck,Chantel Guertin,"Chick Lit, Fiction, Canada",278.0,3.28,239,54,2010.0,ReadHowYouWant,en,"A funny, heartfelt story about losing the perfect life–and finding a real one.When twenty-seven-year-old image consultant Poppy Ross discovers that her handsome and seemingly devoted husband Parker is",
Patria,Fernando Aramburu,"Fiction, Historical Fiction, Spain",889.0,4.41,55935,5227,2016.0,Tusquets Editores S.A.,es,"El día en que ETA anuncia el abandono de las armas, Bittori se dirige al cementerio para contarle a la tumba de su marido el Txato, asesinado por los terroristas, que ha decidido volver a la casa dond",
"June, Reimagined",Rebekah Crane,"Romance, Fiction, Contemporary",283.0,3.9,7331,506,2022.0,,,"From the writer who brought you the Irish romance The Upside of Falling Down comes a new novel about secrets, friendship, reinvention, and unexpected love in the Scottish Highlands.June Merriweather i",
Dead Man Talking,Jana Deleon,"Mystery, Cozy Mystery, Paranormal",288.0,4.08,3532,324,2017.0,,,"Welcome to Everlasting, Maine, where there’s no such thing as normal.  Meteorologist Zoe Parker put Everlasting in her rearview mirror as soon as she had her college degree in hand. But when Sapphire,",
Murder in an Italian Café,Michael Falco,"Mystery, Fiction, Cozy",368.0,3.67,331,72,2024.0,,,"Set in beautiful Positano, Italy, the latest novel in a cozy mystery series featuring a widowed B&B owner who discovers a body in one of her bedrooms before opening day! Perfect for fans of Mario Gior",
Starring Miss Seeton (Heron Carvic's Miss Seeton) by Hamilton Crane,Hamilton Crane,"Mystery, Cozy, Cozy Mystery",259.0,4.09,320,19,1994.0,Prelude Books,en,"Retired art teacher Miss Seeton goes behind the scenes in Plummergen's annual Christmas pageant to work backstage. But, as usual, she soon finds herself in the spotlight when she accidentally uncovers",379.0
The Mauve Umbrella,Alki Zei,"Childrens, Fiction, Literature",246.0,4.24,1659,57,1989.0,Lulu.com,en,"Η Ελευθερία, ένα δεκάχρονο κορίτσι, ζει με τους γονείς της και τα δίδυμα μικρότερα αδέρφια της στο Μαρούσι. Τότε, το τελευταίο καλοκαίρι πριν από τον πόλεμο του 1940. Λιγοστά τα παιχνίδια τους: βόλοι,",
Rainy Day Kisses / Wanted: Perfect Partner,Debbie Macomber,,420.0,4.11,19,0,2019.0,,,Rainy Day KissesShe's a woman with a plan!Susannah Simmons has a five-year plan to succeed in her career. And it doesn't include falling in love with her next-door neighbour!Nate Townsend is undeniabl,
Escape to Love,Vanessa Miller,,178.0,4.7,142,7,2013.0,,,She wanted a peaceful escape to the Bahamas. What she got was love and danger at every turn. Renee Thomas can’t trust herself to pick a good man. Putting her life back together after being in an abusi,
Miss Seeton Quilts the Village,Hamilton Crane,"Mystery, Fiction, Cozy Mystery",288.0,4.08,334,64,2017.0,,en,The new Miss Seeton mystery - the first in almost 20 years!It’s practically a Royal Marriage. The highly eligible son of Miss Seeton’s old friends Sir George and Lady Colveden has wed the daughter of ,
As Sure As the Sun,Anna McPartlin,"Fiction, Romance, Chick Lit",363.0,3.69,983,85,2008.0,Simon and Schuster,en,"SOMETIMES LOVE TAKES A SECOND GLANCE...   When bride-to-be Harri Ryan ends up at the ER with a panic attack on her wedding day, her twin brother, George, jokes that she's the most glamorous patient th",
The Green Umbrella,Jill Stevens,,113.0,3.0,1,0,1962.0,,en,"Thirteen year old Nina longs to live in the country and be a sculptress, and keep a dog, but there doesn't seem to be much hope, until she finds the green umbrella in a park, when things begin to chan",
Rainy Day!,Patricia Lakin,"Picture Books, Storytime, Childrens",40.0,3.43,180,38,2007.0,Follettbound,en,"Despite the rain, Jill, Sam, and Pam head outside for an afternoon of fun donned with their slickers and umbrellas in hand, but when the hail begins to fall, the threesome decide that a dry afternoon ",
The Friendship List,Susan Mallery,"Romance, Fiction, Chick Lit",384.0,3.82,15190,1618,2020.0,HQN Books,en,Dance till dawnGo skydivingWear a bikini in publicStart livingTwo best friends jump-start their lives in a summer that will change them forever…Single mom Ellen Fox couldn’t be more content—until she ,
Miss Seeton's Finest Hour,Hamilton Crane,"Mystery, Fiction, Cozy Mystery",259.0,4.18,582,66,1999.0,Prelude Books,en,"The year is 1940 and the British have their backs to the wall. Everyone is preparing for the battle that, as Winston Churchill said, would see the “whole fury and might of the enemy turned upon us.” E",379.0
The Group Trip,Audrey  Ingram,"Fiction, Romance, Contemporary",318.0,4.04,1617,253,2024.0,Crooked Lane Books,en,"Firefly Lane meets Happy Place in this touching southern-set novel about what it means to grow up together–hopefully without growing apart.Told through dual timelines, Ingram paints a stunning portrai",1208.32
Sealed with a Secret,Lisa Schroeder,"Middle Grade, Realistic Fiction, British Literature",224.0,3.98,551,69,2016.0,,en,"From the author of My Secret Guide to Paris and the Charmed Life series comes a new middle-grade novel about sisters, secrets, and everyday magic -- all set in the enchanting streets of London!When Ph",
The Story of Little Babaji,Helen Bannerman,"Picture Books, Childrens, Classics",72.0,3.93,5723,486,1899.0,,,"Fred Marcellino has taken Helen Bannerman''s exact text, changing only the hero''s name, and that of his p arents, to give them authentic Indian names. Bannerman origi nally wrote the story for her ho",
Blowin' Up a Murder,Tonya Kappes,"Mystery, Cozy Mystery, Cozy",248.0,4.43,829,120,2022.0,Independently Published,en,"Love and marriage go together like grits and gravy...or do they?Welcome to the little town of Cottonwood, Kentucky, a charming town with fun business names like Tiny Tina’s Hair Salon and Cowboy’s Cat",
Happily Ever After,Harriet Evans,"Chick Lit, Romance, Fiction",496.0,3.48,3649,416,2012.0,,en,"A poignant, romantic, and delightful new novel about a young woman who refuses to believe happy endings are real, from internationally bestselling author Harriet Evans, who perfectly captures the comp",
Sunsets At The Beach House: Feel Good Beachy Women's Fiction,Maggie    Miller,"Fiction, Womens Fiction",432.0,4.5,2848,36,2023.0,,,"All she wanted was one last summer at the beach house...When the unthinkable happens and Claire Thompson’s husband dies suddenly, she’s left wondering how to go on. Being a wife and mother is all she’",
Drizzle,Kathleen Van Cleve,"Fantasy, Middle Grade, Magic",358.0,3.99,2513,247,2010.0,,,"Eleven-year-old Polly Peabody knows her family's world-famous rhubarb farm is magical. The plants taste like chocolate, jewels appear in the soil, bugs talk to her, and her best friend is a rhubarb pl",
The Queen's Accomplice,Susan Elia MacNeal,"Mystery, Historical Fiction, Fiction",368.0,3.97,9130,844,2016.0,Bantam,en,"England, 1942. The Nazis relentless Blitz may have paused, but London s nightly blackouts continue. Now, under the cover of darkness, a madman is brutally killing and mutilating young women in eerie a",787.26
Ghost of a Chance,Laura Peyton Roberts,"Young Adult, Paranormal, Paranormal Romance",192.0,3.54,103,8,1997.0,Laurel Leaf,en,Melissa Soul's ready for another routine California summer of sunny days at the beach and rainy days of misery at home . . . until her best friend Chloe introduces her to someone incredible. His name ,
The Summer Escape,Jill Shalvis,"Romance, Fiction, Contemporary",336.0,4.0,5079,673,2024.0,Hachette UK,en,"Secrets are revealed and forbidden sparks ignited in this sizzling Sunrise Cove tale of enemies to lovers, redemption, missing treasures, and love. Anna Moore didn’t just wake up one day and decide to",731.6
Return to the Beach House,Georgia Bockoven,"Fiction, Chick Lit, Romance",384.0,3.78,1178,71,2013.0,,,"Alison arrives at the beach house in June to spend a month with her restless grandson before he leaves for his freshman year in college. Over a decade before, Alison lost her beloved husband, and has ",
Autumn,Gerda Muller,"Picture Books, Childrens, Nature",12.0,4.38,205,13,1994.0,,en,"These board books without text show regular activities of the day and of the year, or scenes from nature.",
The Suite Life,Melanie Summers,"Romance, Contemporary, Chick Lit",325.0,4.08,1960,204,2019.0,,,He’s a total womanizer. All flirty smiles and empty charm. And I’m a single mum who can’t afford to get fooled again. So why the hell do I want him so badly?I don’t believe in fairy tales. Not after b,
Queen of a Rainy Country,Linda Pastan,Poetry,96.0,4.21,135,27,2006.0,W W Norton & Company Incorporated,en,"A new collection from ""one of the real treasures in poetry of our time"" ( Washington Post ). Linda Pastan writes, ""the art that mattered / was the life led fully / stanza by swollen stanza."" That life",
Pudmuddles,Carol Beach York,,44.0,4.0,12,0,1993.0,HarperCollins Publishers,en,"Mr. Pudmuddles does everything backwards, but when he gets married, Mrs. Pudmuddles makes a few forward-thinking demands that force her husband to compromise his rather unusual principles.",
The Pigeon Pie Mystery,Julia Stuart,"Mystery, Historical Fiction, Fiction",315.0,3.45,3422,663,2012.0,,,"Julia Stuart returns in her follow-up to the bestselling The Tower, the Zoo and the Tortoise with this clever murder mystery set in Victorian England, brimming with her signature charm and fabulous ch",
Gigi,Colette,"Classics, Fiction, France",218.0,3.61,2568,288,1942.0,Lebooks Editora,en,"Une histoire de la naissance de la féminité et de l'amour, le chef-d'œuvre de Colette révèle l'emprise de l'auteur de la politique de relations. Avec la musique, le théâtre et le charme du français-fl",179.0
Upside Over,Shirley Trammell,,191.0,4.33,3,1,1969.0,,,Three groundhogs and a cow are a boy's companions on this journey into fantasy.,
Swindled in Paradise,Deborah  Brown,"Mystery, Cozy Mystery, Chick Lit",425.0,4.59,1805,55,2015.0,,,Sexy sleuths Madison and Fab race to uncover the truth behind a horrific crime… before a loved one pays the ultimate price.  Beautiful Tarpon Cove has everything you’d expect from a paradise retreat: ,
And Then It Rained... And Then the Sun Came Out...,Crescent Dragonwagon,"Picture Books, Fiction, Childrens",40.0,3.77,48,13,2003.0,,,"And then it rained...And what a long time since it has rained A whole apartment building full of overjoyed neighbors revel in the raininess. It's the perfect day to read a book on dinosaurs, to stay h",
An Unexpected Paradise,Chelsea Curto,"Romance, Fake Dating, Enemies To Lovers",320.0,3.53,3347,435,2022.0,,,"THIS BOOK HAS BEEN RE-EDITED AND RERELEASED AS OF 10/06/2023! THE NEW VERSION IS NOW AVAILABLE ON KU!Josephine Bowen has the opportunity to travel to Key West for a work trip with Jack Lancaster, her ",
Peep and Ducky Rainy Day,David  Martin,"Picture Books, Friendship, Storytime",32.0,3.54,239,41,2015.0,National Geographic Books,en,"What has more play potential than a rainy day? Peep and Ducky return in a splashy story that begs to be read aloud. When Peep visits Ducky on a rainy day, the little pals have no trouble finding thing",
Lady Oracle,Margaret Atwood,"Fiction, Canada, Literary Fiction",345.0,3.68,15880,1089,1976.0,,,"Joan Foster is the bored wife of a myopic ban-the-bomber. She takes off overnight as Canada's new superpoet, pens lurid gothics on the sly, attracts a blackmailing reporter, skids cheerfully in and ou",
Mel and Mo's Marvelous Balancing Act,Nicola Winstanley,"Picture Books, Childrens, LGBT",32.0,3.35,49,14,2019.0,,,"How do you create a life in balance?Mel and Mo may look alike, but these twins’ personalities are far from identical. As they grow up, their differences drive them apart . . . which suits them just fi",
Funny Feelings,Tarah DeWitt,"Romance, Friends To Lovers, Fake Dating",328.0,3.77,54506,8299,2022.0,,,"When falling in love is the punchline . . .Farley Jones is being forced to date Meyer Harrigan, the man she has come to love, in order to make all of her stand-up dreams come true.It's agony-a tragedy",
Happy Never After,Kathy Hogan Trocheck,"Mystery, Audiobook, Fiction",306.0,3.82,4970,219,1995.0,,,"“Callahan and her cohort of continuing characters...are great company...If Happy Never After were a song, we’d be dancing in the streets.” — San Jose Mercury NewsIn the fourth installment of Andrews’s",
A ojos de nadie,Paola Boutellier,"Thriller, Suspense, Fiction",402.0,3.82,2620,590,2020.0,,,«Una absorbente novela negra que reaviva las mentiras del pasado de cada uno de sus protagonistas».Sobre la ciudad inglesa de Torquay se cierne una amenaza que pondrá en jaque a todos sus habitantes. ,
Summer Reading,Jenn McKinlay,"Romance, Summer, Contemporary",435.0,3.47,20171,3101,2023.0,,,"When a woman who'd rather do anything than read meets a swoon-worthy bookworm, sparks fly, making for one hot-summer fling in New York Times bestselling author Jenn McKinlay's new rom-com.For Samantha",
"With You and the Rain, Vol. 1",Kō Nikaidō,"Manga, Slice Of Life, Fantasy",127.0,4.05,407,146,2021.0,,,"If it looks like a dog and acts like a dog and insists it's a dog, it's...a dog? Probably? She adopted it anyway, and her life with this ""dog"" will never be boring!",
Mini Shopaholic,Sophie Kinsella,"Chick Lit, Fiction, Romance",433.0,3.74,60157,3327,2010.0,,,"Like mother, like daughter...!Shopaholic Becky Brandon (née Bloomwood)'s two-year-old is ... spirited. She knows what she wants, whether it's a grown-up Prada handbag or a toy pony (40% off, so a barg",
