title,author,genre,pages,rating,ratings_count,reviews_count,year,publisher,language,description,price
Nevermore,Kelly Creagh,"Young Adult, Paranormal, Fantasy",543.0,3.86,30565,2732,2010.0,,,"Cheerleader Isobel Lanley is horrified when she is paired with Varen Nethers for an English project, which is due—so unfair—on the day of the rival game. Cold and aloof, sardonic and sharp-tongued, Va",
Impossible,Nancy Werlin,"Young Adult, Fantasy, Romance",376.0,3.64,18291,2500,2008.0,,,Lucy is seventeen when she discovers that she is the latest recipient of a generations-old family curse that requires her to complete three seemingly impossible tasks or risk falling into madness and ,
Numbers,Rachel Ward,"Young Adult, Fantasy, Science Fiction",325.0,3.48,26660,2783,2008.0,,,"Ever since she was child, Jem has kept a secret: Whenever she meets someone new, no matter who, as soon as she looks into their eyes, a number pops into her head. That number is a date: the date they ",
The Secret Diaries of Miss Miranda Cheever,Julia Quinn,"Historical Romance, Romance, Historical",373.0,3.86,51967,2986,2007.0,,,"2 March 1810... Today, I fell in love.At the age of ten, Miranda Cheever showed no signs of Great Beauty. And even at ten, Miranda learned to accept the expectations society held for her—until the aft",
Sudden Response,R.L. Mathewson,"Romance, Contemporary Romance, Contemporary",215.0,4.04,12105,429,2011.0,,,"Josephine (Joe for short) and Eric, the EMT crew of Echo 17 have been best friends since they were eight years old. They've been through a lot together over the years, but nothing like what they're ab",
Leo,Mia Sheridan,"Romance, New Adult, Contemporary",207.0,3.97,43062,3719,2013.0,,,"Librarian's Note: This is an alternate cover for ASIN# B00BT0JB0AA USA Today bestselling book. Leo is a full-length, standalone romance.Evie and Leo met in foster care as children and formed a bond of",
Dating-ish,Penny Reid,"Romance, Contemporary, Contemporary Romance",356.0,4.2,22044,2208,2017.0,,,"This is a previously-published edition - ASIN: B06XCJ53V5Now a USA TODAY BESTSELLERThere are three things you need to know about Marie Harris: 1) She’s fed up with online dating, 2) She’s so fed up, s",
Shadow and Bone,Leigh Bardugo,"Fantasy, Young Adult, Romance",358.0,3.91,1127302,94877,2012.0,,,"Alternative Cover Edition #1
Surrounded by enemies, the once-great nation of Ravka has been torn in two by the Shadow Fold, a swath of near impenetrable darkness crawling with monsters who feast on hu",
Return to Paradise,Simone Elkeles,"Young Adult, Romance, Contemporary",291.0,4.02,33668,1554,2010.0,,,"Caleb Becker left Paradise eight months ago, taking with him the secret he promised to take to his grave. If the truth got out, it would ruin everything.Maggie Armstrong tried to be strong after Caleb",
Awakened,P.C. Cast,"Young Adult, Vampires, Fantasy",290.0,4.0,145471,3546,2011.0,,,"Exonerated by the Vampyre High Council and returned to her position of High Priestess at Tulsa's House of Night, Neferet has sworn vengeance on Zoey. But Zoey has found sanctuary on the Isle of Skye a",
Bed of Roses,Nora Roberts,"Romance, Contemporary Romance, Contemporary",370.0,4.13,68237,2727,2009.0,,,"* 
This is an updated cover of this Kindle edition.
 *Love blooms in the second novel in #1 New York Times bestselling author Nora Roberts’ celebrated Bride Quartet.Wedding florist Emma Grant gets to ",
October Breezes,Maria Rachel Hooley,"Young Adult, Romance, Contemporary",243.0,3.68,1995,125,2009.0,,,Skye Williams knows everything there is to know about mistrust. Dad skipped out when she was five. And now Warren Jacobs tries to sweep her Mom off her feet. But Warren's not the only concern rocking ,
Seducing Cinderella,Gina L. Maxwell,"Romance, Contemporary Romance, Contemporary",180.0,3.91,34849,1950,2012.0,,,A sexy category romance from Entangled's Brazen imprint...He'll teach her the art of seduction...for a price.Mixed martial arts fighter Reid Andrews’s chance to reclaim his title as light heavyweight ,
Reason to Breathe,Rebecca    Donovan,"Romance, Young Adult, Contemporary",377.0,4.21,95684,6463,2011.0,,,"""No one tried to get involved with me, and I kept to myself. This was the place where everything was supposed to be safe and easy. How could Evan Mathews unravel my constant universe in just one day?""",
Romancing Mister Bridgerton,Julia Quinn,"Romance, Historical Romance, Historical Fiction",370.0,3.87,441561,35092,2002.0,,,"Everyone knows that Colin Bridgerton is the most charming man in London. Penelope Featherington has secretly adored her best friend's brother for...well, it feels like forever. After half a lifetime o",
Again the Magic,Lisa Kleypas,"Historical Romance, Romance, Historical",409.0,4.03,48314,3495,2004.0,,,"She gave him her innocence.
Lady Aline Marsden was brought up to marry a man of her own class, but from the moment she meets John McKenna, she risks everything to be with him.
He gave her his heart.
A",
Take a Bow,Elizabeth Eulberg,"Young Adult, Contemporary, Romance",278.0,3.87,7089,866,2012.0,,,"Chasing fame.Chasing love.Chasing a future.Emme has long lived in her best friend Sophie's shadow. She writes songs, and Sophie sings them. It's always been like this, and feels like it always will be",
Tracking You,Kelly Moran,"Romance, Friends To Lovers, Contemporary Romance",250.0,4.14,3676,478,2017.0,,,"Love isn't always loud. Sometimes it's silent.Gabby Cosette has always been dubbed the good girl of quaint Redwood Ridge, Oregon, and being permanently put in the friend zone has left her dating life ",
Breakfast in Bed,Robin Kaye,"Romance, Contemporary Romance, Contemporary",361.0,3.92,2685,140,2009.0,,,"""DELIGHTFULLY FUN, WITTY ROMANCE... A WRITER TO WATCH."" -- BooklistFrom Romance Writers of America GOLDEN HEART AWARD-WINNING AUTHOR Robin Kaye, the third funny, sexy, contemporary romance from a fres",
The Last Summer of You and Me,Ann Brashares,"Fiction, Chick Lit, Romance",306.0,3.59,32834,2794,2007.0,,,"Riley and Alice, two sisters now in their twenties, and as fiercely different as they are loyal, have spent every summer at their parents’ modest beach house on New York’s Fire Island. Each year, they",
Fried Green Tomatoes at the Whistle Stop Cafe,Fannie Flagg,"Fiction, Historical Fiction, Classics",416.0,4.27,330103,12458,1987.0,,,"Folksy and fresh, endearing and affecting, Fried Green Tomatoes at the Whistle Stop Cafe is a now-classic novel about two women: Evelyn, who is in the sad slump of middle age, and gray-headed Mrs. Thr",
My Blood Approves,Amanda Hocking,"Vampires, Young Adult, Paranormal",261.0,3.82,30346,1868,2010.0,,,"Seventeen-year-old Alice Bonham's life feels out of control after she meets Jack. With his fondness for pink Chuck Taylors and New Wave hits aside, Jack's unlike anyone she's ever met.Then she meets h",
Love Thy Neighbour,Belle Aurora,"Romance, Humor, Contemporary Romance",268.0,4.17,17196,1073,2013.0,,,Asher 'Ghost' Collins and Natalie Kovac shared a passionate night together. One neither of them can forget.So why is it so hard for them to be around each other?With no hope of the two getting along t,
Queen of the Dead,Stacey Kade,"Young Adult, Paranormal, Ghosts",266.0,3.89,7892,692,2011.0,,,"The GhostOkay, I admit it. I'm not perfect, no matter what you've heard. First off, I'm dead. Second, I got sent back from the Great Beyond. I mean, seriously, who is running things up there? Now I ha",
Hunting Lila,Sarah Alderson,"Young Adult, Paranormal, Romance",318.0,3.94,14523,1154,2011.0,,,17-year-old Lila has two secrets she’s prepared to take to the grave. The first is that she can move things just by looking at them. The second is that she’s been in love with her brother’s best frien,
Shadow Kiss,Richelle Mead,"Young Adult, Fantasy, Vampires",443.0,4.33,382639,14209,2008.0,,,WHAT IF FOLLOWING HER HEART MEANS ROSE COULD LOSE HER BEST FRIEND FOREVER?Lissa Dragomir is a Moroi princess: a mortal vampire with a rare gift for harnessing the earth's magic. She must be protected ,
Bloody Jack,L.A. Meyer,"Historical Fiction, Young Adult, Adventure",304.0,4.12,27862,2695,2002.0,,,"Being an Account of the Curious Adventures of Mary ""Jacky"" Faber, Ship's BoyLife as a ship's boy aboard HMS Dolphin is a dream come true for Jacky Faber. Gone are the days of scavenging for food and f",
The Truths about Dating and Mating,Jaycee DeLorenzo,"New Adult, Romance, College",424.0,3.85,2071,104,2012.0,,,"Spunky Italian coed Ivy Rossini likes to talk and push the boundaries. She gets to do both as she co-hosts Riordan College’s radio program, The Truths about Dating and Mating, alongside her lifelong b",
The Perfect Game,J. Sterling,"Romance, New Adult, Sports",379.0,3.93,58859,3375,2012.0,,,"He's a game she never intended to play. And she's the game changer he never knew he needed.The Perfect Game tells the story of college juniors, Cassie Andrews & Jack Carter. When Cassie meets rising b",
On the Fence,Kasie West,"Romance, Young Adult, Contemporary",295.0,4.02,65247,6400,2014.0,,,"For sixteen-year-old Charlotte Reynolds, aka Charlie, being raised by a single dad and three older brothers has its perks. She can outrun, outscore, and outwit every boy she knows—including her longti",
Heidi,Johanna Spyri,"Classics, Fiction, Childrens",352.0,4.04,212936,7485,1880.0,,,"Little orphan Heidi goes to live high in the Alps with her gruff grandfather and brings happiness to all who know her on the mountain. When Heidi goes to Frankfurt to work in a wealthy household, she ",
The Rocker That Holds Me,Terri Anne Browning,"Romance, New Adult, Music",102.0,3.9,19940,1122,2013.0,,,An alternate title/cover edition can be found here.Touring with four rockers is the thing of dreams…At least that is what people tell me. To me those four rockers are my family. They have watched over,
The Year We Fell Down,Sarina Bowen,"Romance, New Adult, Sports",274.0,3.93,33972,3296,2014.0,,,Librarian's Note: Alternate-cover edition for ASIN B00J50YNE0The sport she loves is out of reach. The boy she loves has someone else.What now?She expected to start Harkness College as a varsity ice ho,
The Truth About Forever,Sarah Dessen,"Young Adult, Romance, Contemporary",374.0,4.12,226641,9299,2004.0,,,"That's what Macy has to look forward to while her boyfriend, Jason, is away at Brain Camp. Days will be spent at a boring job in the library, evenings will be filled with vocabulary drills for the SAT",
Kulti,Mariana Zapata,"Romance, Sports Romance, Sports",570.0,4.23,159512,19917,2015.0,,,"“Trust me, I’ve wanted to punch you in the face a time or five.”When the man you worshipped as a kid becomes your coach, it’s supposed to be the greatest thing in the world. Keywords: supposed to. It ",
The Blue Castle,L.M. Montgomery,"Classics, Romance, Fiction",218.0,4.31,59015,9488,1926.0,,,"An unforgettable story of courage and romance. Will Valancy Stirling ever escape her strict family and find true love?Valancy Stirling is 29, unmarried, and has never been in love. Living with her ove",
Unmaking Hunter Kennedy,Anne  Eliot,"Young Adult, Romance, Contemporary",422.0,3.8,9294,785,2012.0,,,"After a car accident--an event he considers a prank gone bad--jaded pop star, Hunter Kennedy is forced to hide out with his aunt in small-town Colorado. He’s supposed to rest, heal his scars and atten",
Water Falls Down,Danielle Rohr,"Young Adult, Mental Health, Fiction",265.0,4.0,63,9,2013.0,,,"Lynn is a sixteen year old suffering from depression. Her depression became so severe, she was committed to a behavioral health facility.While locked up, Lynn meets Chelsea and Garret. Together the th",
